typeID,typeName,volume
32259,Operation Stillwater: Synopsis,0.1
32260,Syndicate Cloaking Device,100
32262,Black Eagle Drone Link Augmentor,25
32265,Spintric Coin,1
32267,Ishukone Operational Reports,0.1
32270,Artificial Miyan,2
32277,Deteis Family,0.1
32280,Blood Obsidian Orb,0.1
32283,Engraved Blood Obsidian tablet,0.1
32284,St. Arzad,0.1
32285,The Benevolent,0.1
32286,The Education of the Starkmanir,0.1
32287,Hand of Arzad,0.1
32288,The Fire in Our Hearts,0.1
32289,Holoreel: Wanted for Love,1
32290,Obsidian Datacore,0.1
32292,Ralie Ardanne,1
32294,Book of St. Arzad,0.1
32305,Armageddon Navy Issue,470000
32306,Armageddon Navy Issue Blueprint,0.01
32307,Dominix Navy Issue,454500
32308,Dominix Navy Issue Blueprint,0.01
32309,Scorpion Navy Issue,468000
32310,Scorpion Navy Issue Blueprint,0.01
32311,Typhoon Fleet Issue,414000
32312,Typhoon Fleet Issue Blueprint,0.01
32325,Cyclops I,1800
32326,Cyclops I Blueprint,0.01
32339,Heavy Fighters,0.01
32340,Malleus I,1800
32341,Malleus I Blueprint,0.01
32342,Tyrfing I,1800
32343,Tyrfing I Blueprint,0.01
32344,Mantis I,1800
32345,Mantis I Blueprint,0.01
32350,Proof of Discovery: Anomalies,1
32351,Proof of Discovery: Ore,1
32352,Ore Passkey,1
32365,Proof of Discovery: Relic,1
32366,Proof of Discovery: Data,1
32371,"Capital Ship Design - ""Dictator""",0.1
32372,Minedrill - E518 Crew,3
32374,Holoreel GRS-81A,0.5
32375,Gas Passkey,1
32376,Proof of Discovery: Gas,1
32383,Guristas 'Dirty' Explosive System,0.1
32389,Dread Guristas Strike Force,1
32393,Sealed Research Cache,2
32398,"Lieutenant Kipo ""Foxfire"" Tekira",1
32403,Caldari Navy Overlay Transponder,0.1
32407,Holoreel - Torture Log I15B,0.5
32408,Correspondence Log KL-513,0.5
32414,Domination Target Painter,5
32418,Boundless Creations Security Codes,1
32422,Deprecated Advanced Logistics Network,200000
32435,XL Cruise Missiles,0.01
32436,Scourge XL Cruise Missile,0.3
32437,Scourge XL Cruise Missile Blueprint,0.01
32438,Nova XL Cruise Missile,0.3
32439,Nova XL Cruise Missile Blueprint,0.01
32440,Inferno XL Cruise Missile,0.3
32441,Inferno XL Cruise Missile Blueprint,0.01
32442,Mjolnir XL Cruise Missile,0.3
32443,Mjolnir XL Cruise Missile Blueprint,0.01
32444,XL Cruise Missile Launcher I,4000
32445,XL Cruise Missile Launcher I Blueprint,0.01
32458,Sovereignty Hub,60000
32459,Civilian Warp Disruptor,5
32461,Civilian Light Missile Launcher,5
32463,Civilian Scourge Light Missile,0.015
32465,Civilian Hobgoblin,5
32467,Civilian Small Remote Shield Booster,5
32469,Civilian Small Remote Armor Repairer,5
32634,Default Point Light,
32772,Medium Ancillary Shield Booster,10
32773,Medium Ancillary Shield Booster Blueprint,0.01
32774,Small Ancillary Shield Booster,5
32775,Small Ancillary Shield Booster Blueprint,0.01
32780,X-Large Ancillary Shield Booster,50
32781,X-Large Ancillary Shield Booster Blueprint,0.01
32782,Defender Missile I,0.015
32783,Defender Missile I Blueprint,0.01
32787,Salvage Drone I,5
32788,Cambion,16500
32789,Cambion Blueprint,0.01
32790,Etana,107000
32791,Etana Blueprint,0.01
32792,100 Aurum Token,0.01
32793,500 Aurum Token,0.01
32797,Resistance Phasing,0.01
32809,Ammatar Navy Thermal Coating,5
32810,Ammatar Navy Thermal Coating Blueprint,0.01
32811,Miasmos Amastris Edition,265000
32812,Miasmos Amastris Edition Blueprint,0.01
32817,Medium Deep Core Mining Optimization I,10
32818,Medium Deep Core Mining Optimization I Blueprint,0.01
32819,Medium Ice Harvester Accelerator I,10
32820,Medium Ice Harvester Accelerator I Blueprint,0.01
32821,Unrefined Vanadium Hafnite,1
32822,Unrefined Platinum Technite,1
32823,Unrefined Solerium,1
32824,Unrefined Caesarium Cadmide,1
32825,Unrefined Hexite,1
32826,Unrefined Rolled Tungsten Alloy,1
32827,Unrefined Titanium Chromide,1
32828,Unrefined Fernite Alloy,1
32829,Unrefined Crystallite Alloy,1
32839,Quest Survey Probe I Blueprint,0.01
32853,"SPZ-3 ""Torch"" Laser Sight Combat Ocular Enhancer (right/black)",0.1
32854,Discovery Survey Probe I Blueprint,0.01
32855,Gaze Survey Probe I Blueprint,0.01
32858,Station Container Blueprint,0.01
32859,Small Standard Container Blueprint,0.01
32860,Medium Standard Container Blueprint,0.01
32861,Large Standard Container Blueprint,0.01
32862,Giant Freight Container Blueprint,0.01
32863,Giant Secure Container Blueprint,0.01
32864,Huge Secure Container Blueprint,0.01
32865,Large Secure Container Blueprint,0.01
32866,Medium Secure Container Blueprint,0.01
32867,Small Secure Container Blueprint,0.01
32868,Small Audit Log Secure Container Blueprint,0.01
32869,Medium Audit Log Secure Container Blueprint,0.01
32870,Large Audit Log Secure Container Blueprint,0.01
32871,Station Vault Container Blueprint,0.01
32872,Algos,55000
32873,Algos Blueprint,0.01
32874,Dragoon,47000
32875,Dragoon Blueprint,0.01
32876,Corax,52000
32877,Corax Blueprint,0.01
32878,Talwar,43000
32879,Talwar Blueprint,0.01
32880,Venture,29500
32881,Venture Blueprint,0.01
32885,Empire Emissary Medallion,0.1
32886,Republic Emissary Medallion,0.1
32887,Federation Emissary Medallion,0.1
32888,State Emissary Medallion,0.1
32889,Empire Diplomatic Documents,1
32890,Republic Diplomatic Documents,1
32891,Federation Diplomatic Documents,1
32892,State Diplomatic Documents,1
32918,Mining Frigate,0.01
32919,Unit D-34343's Modified Drone Damage Amplifier,5
32921,Unit F-435454's Modified Drone Damage Amplifier,5
32923,Unit P-343554's Modified Drone Damage Amplifier,5
32925,Unit W-634's Modified Drone Damage Amplifier,5
32927,Unit D-34343's Modified Drone Link Augmentor,25
32929,Unit F-435454's Modified Drone Link Augmentor,25
32931,Unit P-343554's Modified Drone Link Augmentor,25
32933,Unit W-634's Modified Drone Link Augmentor,25
32935,Unit D-34343's Modified Omnidirectional Tracking Link,5
32937,Unit F-435454's Modified Omnidirectional Tracking Link,5
32939,Unit P-343554's Modified Omnidirectional Tracking Link,5
32941,Unit W-634's Modified Omnidirectional Tracking Link,5
32943,Unit D-34343's Modified Drone Navigation Computer,25
32945,Unit F-435454's Modified Drone Navigation Computer,25
32947,Unit P-343554's Modified Drone Navigation Computer,25
32949,Unit W-634's Modified Drone Navigation Computer,25
32951,Unit D-34343's Modified Fighter Support Unit,800
32953,Unit F-435454's Modified Fighter Support Unit,600
32955,Unit P-343554's Modified Fighter Support Unit,400
32957,Unit W-634's Modified Fighter Support Unit,200
32982,Salvage Drone I Blueprint,0.01
32993,Sodium Firework CXIV,0.1
32994,Barium Firework CXIV,0.1
32995,Copper Firework CXIV,0.1
32999,Magnetometric Sensor Compensation,0.01
33000,Gravimetric Sensor Compensation,0.01
33001,Ladar Sensor Compensation,0.01
33002,Radar Sensor Compensation,0.01
33003,Enormous Freight Container,250000
33004,Enormous Freight Container Blueprint,0.01
33005,Huge Freight Container,50000
33006,Huge Freight Container Blueprint,0.01
33007,Large Freight Container,10000
33008,Large Freight Container Blueprint,0.01
33009,Medium Freight Container,5000
33010,Medium Freight Container Blueprint,0.01
33011,Small Freight Container,1000
33012,Small Freight Container Blueprint,0.01
33015,The Mini Monolith,500
33016,A Handful of Tiny Stars,10
33017,Deactivated Station Key Pass,0.01
33018,Ship Fitting Guide,0.01
33019,Scotty the Docking Manager's Clone,0.01
33020,A Big Red Button,0.01
33021,Unit of Lag,0.01
33022,Postcard From Poitot,0.01
33023,A Tank of Honor,0.01
33024,Animal Medical Expert,0.01
33025,Military Experts and You,0.01
33026,Rules of Engagement,0.01
33027,"Little Helper, Female",0.01
33028,"Little Helper, Male",0.01
33029,Replica Gallente Cruiser,0.01
33030,Model of a Fighter,0.01
33031,NEO YC 114: Team Ineluctable,0.01
33032,NEO YC 114: Raiden. 58th Squadron,0.01
33033,NEO YC 114: Last Huzzah,0.01
33034,NEO YC 114: Why Dash,0.01
33035,NEO YC 114: RONIN and pixies,0.01
33036,NEO YC 114: Expendables,0.01
33037,NEO YC 114: The HUNS,0.01
33038,NEO YC 114: Tinkerhell and Alts,0.01
33039,NEO YC 114: Tengu Terror,0.01
33040,NEO YC 114: Oxygen Isonopes,0.01
33041,NEO YC 114: Africa's Finest,0.01
33042,NEO YC 114: Something Else,0.01
33043,NEO YC 114: The Exiled Gaming,0.01
33044,NEO YC 114: Perihelion Beryllium Duralumin,0.01
33045,NEO YC 114: Goggle Wearing Internet Crime Fighters,0.01
33046,NEO YC 114: ISN - Incursion Shiny Network,0.01
33047,NEO YC 114: Baaaramu,0.01
33048,NEO YC 114: Asine Hitama's team,0.01
33049,NEO YC 114: EFS,0.01
33050,NEO YC 114: Much Crying Old Experts,0.01
33051,NEO YC 114: DeepWater,0.01
33052,NEO YC 114: Blue Ballers,0.01
33053,NEO YC 114: The Gentlemen Renegades,0.01
33054,NEO YC 114: Guiding Hand Social Club,0.01
33055,NEO YC 114: XXXMity,0.01
33056,NEO YC 114: My Little Nulli,0.01
33057,NEO YC 114: 8 CAS,0.01
33058,Concordokken,0.01
33059,Shuttle Piloting For Dummies,0.01
33060,*Sneaks in a classic*,0.01
33061,Public Portrait: How To,0.01
33062,Men's 'Red Star' T-shirt,0.1
33063,Women's 'Red Star' T-shirt,0.1
33064,Boots.ini,0.1
33065,Donut Holder,0.01
33066,New Eden Soundbox,0.01
33067,Deactivated Station Key Pass Blueprint,0.01
33070,New Eden Open Gold Medal,0.1
33071,New Eden Open Silver Medal,0.1
33072,New Eden Open Bronze Medal,0.1
33073,New Eden Open Fourth Place Medal,0.1
33076,Small Ancillary Armor Repairer,5
33077,Small Ancillary Armor Repairer Blueprint,0.01
33078,Armor Layering,0.01
33079,Hematos,28100
33081,Taipan,15000
33083,Violator,24500
33087,Advanced Cerebral Accelerator,1
33088,Advanced Cerebral Accelerator Blueprint,0.01
33091,Amarr Destroyer,0.01
33092,Caldari Destroyer,0.01
33093,Gallente Destroyer,0.01
33094,Minmatar Destroyer,0.01
33095,Amarr Battlecruiser,0.01
33096,Caldari Battlecruiser,0.01
33097,Gallente Battlecruiser,0.01
33098,Minmatar Battlecruiser,0.01
33101,Medium Ancillary Armor Repairer,10
33102,Medium Ancillary Armor Repairer Blueprint,0.01
33103,Large Ancillary Armor Repairer,50
33104,Large Ancillary Armor Repairer Blueprint,0.01
33107,Men's 'Quafe' T-shirt YC 115,0.1
33109,Women's 'Quafe' T-shirt YC 115,0.1
33111,Prototype Cerebral Accelerator,1
33112,Prototype Cerebral Accelerator Blueprint,0.01
33117,Bronze Order of the Mountain,0.1
33118,Iron Order of the Storm,0.1
33119,Steel Order of the Cold,0.1
33120,Badge of Prophet Kuria,0.1
33121,Star of the Sefrim,0.1
33122,Senatorial Silver Star,1
33123,Gold Medallion of Liberty,1
33124,Platinum Medallion of Freedom,1
33125,Dagger of Coricia,0.1
33126,Spear of Matar,0.1
33127,Sword of Pator,0.1
33128,Defense of Caldari Prime Ribbon,0.1
33129,Assault on Caldari Prime Ribbon,0.1
33138,Clone Soldier Trainer Tag,0.1
33139,Clone Soldier Recruiter Tag,0.1
33140,Clone Soldier Transporter Tag,0.1
33141,Clone Soldier Negotiator Tag,0.1
33149,Personal Hangar Array,4000
33150,Personal Hangar Array Blueprint,0.01
33151,Brutix Navy Issue,270000
33152,Brutix Navy Issue Blueprint,0.01
33153,Drake Navy Issue,252000
33154,Drake Navy Issue Blueprint,0.01
33155,Harbinger Navy Issue,234000
33156,Harbinger Navy Issue Blueprint,0.01
33157,Hurricane Fleet Issue,216000
33158,Hurricane Fleet Issue Blueprint,0.01
33176,Scan Acquisition Array I,5
33177,Scan Acquisition Array I Blueprint,0.01
33178,Scan Pinpointing Array I,5
33179,Scan Pinpointing Array I Blueprint,0.01
33180,Scan Rangefinding Array I,5
33181,Scan Rangefinding Array I Blueprint,0.01
33195,Spatial Attunement Unit,1
33196,Spatial Attunement Unit Blueprint,0.01
33197,Scan Acquisition Array II,5
33198,Scan Acquisition Array II Blueprint,0.01
33199,Scan Pinpointing Array II,5
33200,Scan Pinpointing Array II Blueprint,0.01
33201,Scan Rangefinding Array II,5
33202,Scan Rangefinding Array II Blueprint,0.01
33213,A Piece of Steve,0.01
33214,Band of Brothers Director Access Key,0.01
33215,Press pass to Prometheus Station opening,0.01
33217,Lost reminder to pay sov bill,0.01
33218,Assassination Contract: Mirial,0.01
33219,Premier ticket for: The last G campaign,0.01
33220,Premier ticket for: Clear Skies,0.01
33221,Premier ticket for: Day of Darkness,0.01
33223,Alliance Tournament I: Band of Brothers,0.01
33224,Alliance Tournament II: Band of Brothers,0.01
33225,Alliance Tournament III: Band of Brothers,0.01
33226,Alliance Tournament III: Cult of War,0.01
33227,Alliance Tournament IV: HUN Reloaded,0.01
33228,Alliance Tournament IV: Star Fraction,0.01
33229,Alliance Tournament V: Ev0ke,0.01
33230,Alliance Tournament VI: Pandemic Legion,0.01
33231,Alliance Tournament VII: Pandemic Legion,0.01
33232,Alliance Tournament VIII: Pandemic Legion,0.01
33270,Survey Probe Launcher I,5
33271,Survey Probe Launcher I Blueprint,0.01
33272,Survey Probe Launcher II,5
33273,Survey Probe Launcher II Blueprint,0.01
33277,Capital Drone Control Range Augmentor I,40
33278,Capital Drone Control Range Augmentor I Blueprint,0.01
33279,Capital Drone Control Range Augmentor II,40
33280,Capital Drone Control Range Augmentor II Blueprint,0.01
33281,Capital Drone Durability Enhancer I,40
33282,Capital Drone Durability Enhancer I Blueprint,0.01
33283,Capital Drone Durability Enhancer II,40
33284,Capital Drone Durability Enhancer II Blueprint,0.01
33285,Capital Drone Mining Augmentor I,40
33286,Capital Drone Mining Augmentor I Blueprint,0.01
33287,Capital Drone Mining Augmentor II,40
33288,Capital Drone Mining Augmentor II Blueprint,0.01
33289,Capital Drone Repair Augmentor I,40
33290,Capital Drone Repair Augmentor I Blueprint,0.01
33291,Capital Drone Repair Augmentor II,40
33292,Capital Drone Repair Augmentor II Blueprint,0.01
33293,Capital Drone Scope Chip I,40
33294,Capital Drone Scope Chip I Blueprint,0.01
33295,Capital Drone Scope Chip II,40
33296,Capital Drone Scope Chip II Blueprint,0.01
33297,Capital Drone Speed Augmentor I,40
33298,Capital Drone Speed Augmentor II,40
33299,Capital Drone Speed Augmentor I Blueprint,0.01
33300,Capital Drone Speed Augmentor II Blueprint,0.01
33301,Capital Hydraulic Bay Thrusters II,40
33302,Capital Hydraulic Bay Thrusters II Blueprint,0.01
33303,Capital Processor Overclocking Unit I,40
33304,Capital Processor Overclocking Unit I Blueprint,0.01
33305,Capital Processor Overclocking Unit II,40
33306,Capital Processor Overclocking Unit II Blueprint,0.01
33307,Capital Sentry Damage Augmentor I,40
33308,Capital Sentry Damage Augmentor I Blueprint,0.01
33309,Capital Sentry Damage Augmentor II,40
33310,Capital Sentry Damage Augmentor II Blueprint,0.01
33311,Capital Stasis Drone Augmentor I,40
33312,Capital Stasis Drone Augmentor I Blueprint,0.01
33313,Capital Stasis Drone Augmentor II,40
33314,Capital Stasis Drone Augmentor II Blueprint,0.01
33315,Occult Parity,1
33316,Optimized Occult Augmentation,1
33317,Optimized Occult Attainment,1
33318,Cryptic Parity,1
33319,Esoteric Parity,1
33320,Incognito Parity,1
33321,Optimized Cryptic Augmentation,1
33322,Optimized Esoteric Augmentation,1
33323,Optimized Incognito Augmentation,1
33324,Optimized Cryptic Attainment,1
33325,Optimized Esoteric Attainment,1
33326,Optimized Incognito Attainment,1
33327,Gnosis Blueprint,0.01
33328,Capsule - Genolution 'Auroral' 197-variant,1000
33329,Genolution 'Auroral' AU-79,1
33330,Navy Cap Booster 25,0.75
33332,Navy Cap Booster 50,1.5
33334,Navy Cap Booster 75,2.25
33336,Thulium Hafnite,0.2
33337,Promethium Mercurite,0.2
33338,Unrefined Promethium Mercurite,1
33339,Unrefined Thulium Hafnite,1
33359,Photonic Metamaterials,1
33360,Terahertz Metamaterials,1
33361,Plasmonic Metamaterials,1
33362,Nonlinear Metamaterials,1
33373,Alliance Tournament IX: HYDRA RELOADED and 0utbreak,0.01
33374,Alliance Tournament X: Verge of Collapse,0.01
33377,Sleeve - 'Drone' (left),0.1
33378,Sleeve - 'Wreckage' (left),0.1
33379,Sleeve - 'Prototype' (left),0.1
33380,Sleeve - 'Nature' (left),0.1
33381,Sleeve - 'Drone' (right),0.1
33382,Sleeve - 'Wreckage' (right),0.1
33383,Sleeve - 'Prototype' (right),0.1
33384,Sleeve - 'Nature' (right),0.1
33385,Alliance Tournament I: KAOS Empire,0.01
33386,Alliance Tournament III: Interstellar Alcohol Conglomerate,0.01
33387,Alliance Tournament IV: Pandemic Legion,0.01
33388,Alliance Tournament V: Triumvirate,0.01
33389,Alliance Tournament VIII: HYDRA RELOADED,0.01
33390,Alliance Tournament VI: R.U.R.,0.01
33391,Alliance Tournament IX: Darkside.,0.01
33392,Alliance Tournament X: HUN Reloaded,0.01
33393,Genolution Core Augmentation CA-3,1
33394,Genolution Core Augmentation CA-4,1
33395,Moracha,100000
33396,Moracha Blueprint,0.01
33397,Chremoas,28000
33398,Chremoas Blueprint,0.01
33399,Infomorph Synchronizing,0.01
33400,Bastion Module I,200
33401,Bastion Module I Blueprint,0.01
33403,Imperial Navy Command Mindlink,1
33404,Federation Navy Command Mindlink,1
33405,Republic Fleet Command Mindlink,1
33406,Caldari Navy Command Mindlink,1
33407,Advanced Infomorph Psychology,0.01
33440,'Arbalest' Rapid Heavy Missile Launcher I,20
33441,'Limos' Rapid Heavy Missile Launcher I,20
33442,'Malkuth' Rapid Heavy Missile Launcher I,20
33446,Caldari Navy Rapid Heavy Missile Launcher,20
33447,Caldari Navy Rapid Heavy Missile Launcher Blueprint,0.01
33448,Rapid Heavy Missile Launcher I,20
33449,Rapid Heavy Missile Launcher I Blueprint,0.01
33450,Rapid Heavy Missile Launcher II,20
33451,Rapid Heavy Missile Launcher II Blueprint,0.01
33452,Domination Rapid Heavy Missile Launcher,20
33453,Dread Guristas Rapid Heavy Missile Launcher,20
33454,Estamel's Modified Rapid Heavy Missile Launcher,20
33455,Gotan's Modified Rapid Heavy Missile Launcher,20
33456,Hakim's Modified Rapid Heavy Missile Launcher,20
33457,Kaikka's Modified Rapid Heavy Missile Launcher,20
33458,Mizuro's Modified Rapid Heavy Missile Launcher,20
33459,Republic Fleet Rapid Heavy Missile Launcher,20
33460,Republic Fleet Rapid Heavy Missile Launcher Blueprint,0.01
33461,Shaqil's Modified Rapid Heavy Missile Launcher,20
33462,Thon's Modified Rapid Heavy Missile Launcher,20
33463,Tobias' Modified Rapid Heavy Missile Launcher,20
33464,True Sansha Rapid Heavy Missile Launcher,20
33465,Vepas' Modified Rapid Heavy Missile Launcher,20
33466,YO-5000 Rapid Heavy Missile Launcher,20
33467,Customs Code Expertise,0.01
33468,Astero,16500
33469,Astero Blueprint,0.01
33470,Stratios,101000
33471,Stratios Blueprint,0.01
33472,Nestor,470000
33473,Nestor Blueprint,0.01
33474,Mobile Depot,50
33475,Mobile Tractor Unit,100
33476,Mobile Cynosural Inhibitor,50
33477,Small Mobile Siphon Unit,35
33487,Women's 'Luxury' T-shirt,0.1
33488,Men's 'Luxury' T-shirt,0.1
33513,Leopard,5000
33514,Leopard Blueprint,0.01
33515,Small Mobile Siphon Unit Blueprint,0.01
33516,High-grade Ascendancy Alpha,1
33517,Mobile Depot Blueprint,0.01
33518,Mobile Cynosural Inhibitor Blueprint,0.01
33519,Mobile Tractor Unit Blueprint,0.01
33520,'Wetu' Mobile Depot,100
33521,'Wetu' Mobile Depot Blueprint,0.01
33522,'Yurt' Mobile Depot,50
33523,'Yurt' Mobile Depot Blueprint,0.01
33525,High-grade Ascendancy Beta,1
33526,High-grade Ascendancy Delta,1
33527,High-grade Ascendancy Epsilon,1
33528,High-grade Ascendancy Gamma,1
33529,High-grade Ascendancy Omega,1
33536,High-grade Ascendancy Alpha Blueprint,0.01
33539,Shattered Villard Wheel,0.1
33543,High-grade Ascendancy Beta Blueprint,0.01
33545,High-grade Ascendancy Gamma Blueprint,0.01
33546,High-grade Ascendancy Epsilon Blueprint,0.01
33547,High-grade Ascendancy Delta Blueprint,0.01
33548,High-grade Ascendancy Omega Blueprint,0.01
33549,Women's 'Phanca' Cybernetic Arm (left),0.1
33550,Women's 'Phanca' Cybernetic Arm (right),0.1
33551,Men's 'Phanca' Cybernetic Arm (left),0.1
33552,Men's 'Phanca' Cybernetic Arm (right),0.1
33553,Stratios Emergency Responder,101000
33554,Stratios Emergency Responder Blueprint,0.01
33555,Mid-grade Ascendancy Alpha,1
33556,Mid-grade Ascendancy Alpha Blueprint,0.01
33557,Mid-grade Ascendancy Beta,1
33558,Mid-grade Ascendancy Beta Blueprint,0.01
33559,Mid-grade Ascendancy Delta,1
33560,Mid-grade Ascendancy Delta Blueprint,0.01
33561,Mid-grade Ascendancy Epsilon,1
33562,Mid-grade Ascendancy Epsilon Blueprint,0.01
33563,Mid-grade Ascendancy Gamma,1
33564,Mid-grade Ascendancy Gamma Blueprint,0.01
33565,Mid-grade Ascendancy Omega,1
33566,Mid-grade Ascendancy Omega Blueprint,0.01
33569,Melted Snowball,0.1
33571,Sodium Firework,0.1
33572,Barium Firework,0.1
33573,Copper Firework,0.1
33575,"Hull Tanking, Elite",0.01
33577,Covert Research Tools,0.1
33578,Men's 'Humanitarian' T-shirt YC 115,0.1
33579,Women's 'Humanitarian' T-shirt YC 115,0.1
33581,Small Mobile 'Hybrid' Siphon Unit,35
33582,Small Mobile 'Hybrid' Siphon Unit Blueprint,0.01
33583,Small Mobile 'Rote' Siphon Unit,35
33584,Small Mobile 'Rote' Siphon Unit Blueprint,0.01
33585,Defunct Amarr Encounter Surveillance System,200
33589,Mobile Scan Inhibitor,100
33590,Mobile Scan Inhibitor Blueprint,0.01
33591,Mobile Micro Jump Unit,50
33592,Mobile Micro Jump Unit Blueprint,0.01
33595,Defunct Caldari Encounter Surveillance System,200
33608,Defunct Gallente Encounter Surveillance System,200
33610,Defunct Minmatar Encounter Surveillance System,200
33618,Rogue Drone 46-X Nexus Chip,0.1
33619,Rogue Drone 43-X Nexus Chip,0.1
33620,Rogue Drone 42-X Nexus Chip,0.1
33671,Heavy Hull Maintenance Bot I,25
33672,Heavy Hull Maintenance Bot I Blueprint,0.01
33673,Whiptail,18000
33674,Whiptail Blueprint,0.01
33675,Chameleon,96000
33676,Chameleon Blueprint,0.01
33681,Gecko,50
33682,Gecko Blueprint,0.01
33697,Prospect,50000
33698,Prospect Blueprint,0.01
33699,Medium Drone Operation,0.01
33700,'Packrat' Mobile Tractor Unit,125
33701,'Packrat' Mobile Tractor Unit Blueprint,0.01
33702,'Magpie' Mobile Tractor Unit,100
33703,'Magpie' Mobile Tractor Unit Blueprint,0.01
33704,Medium Hull Maintenance Bot I,10
33705,Medium Hull Maintenance Bot I Blueprint,0.01
33706,Light Hull Maintenance Bot I,5
33707,Light Hull Maintenance Bot I Blueprint,0.01
33708,Heavy Hull Maintenance Bot II,25
33709,Heavy Hull Maintenance Bot II Blueprint,0.01
33710,Medium Hull Maintenance Bot II,10
33711,Medium Hull Maintenance Bot II Blueprint,0.01
33712,Light Hull Maintenance Bot II,5
33713,Light Hull Maintenance Bot II Blueprint,0.01
33714,Women's 'Mitral' Boots (black),0.1
33715,Women's 'Sanctity' Dress (cream/gold),0.1
33716,Women's 'Mitral' Boots (bronze),0.1
33717,Women's 'Mitral' Boots (cream),0.1
33718,Women's 'Mitral' Boots (dark blue),0.1
33719,Women's 'Mitral' Boots (dark red),0.1
33720,Women's 'Corsair' Heels (black),0.1
33721,Women's 'Corsair' Heels (blue),0.1
33722,Women's 'Corsair' Heels (brown),0.1
33723,Women's 'Corsair' Heels (beige),0.1
33724,Women's 'Corsair' Heels (gray),0.1
33725,Women's 'Corsair' Heels (red),0.1
33726,Women's 'Sanctity' Dress (black/gold),0.1
33727,Women's 'Sanctity' Dress (brown/gold),0.1
33728,Women's 'Sanctity' Dress (blue/silver),0.1
33729,Women's 'Sanctity' Dress (green/gold),0.1
33730,Women's 'Sanctity' Dress (red/gold),0.1
33731,Women's 'Sanctity' Dress (olive/gold),0.1
33732,Women's 'Sanctity' Dress (red/silver),0.1
33733,Women's 'Rocket' Dress (glossy black),0.1
33734,Women's 'Rocket' Dress (black),0.1
33735,Women's 'Rocket' Dress (blue),0.1
33736,Women's 'Rocket' Dress (copper),0.1
33737,Women's 'Rocket' Dress (dark grey),0.1
33738,Women's 'Rocket' Dress (metal),0.1
33739,Women's 'Rocket' Dress (green),0.1
33740,Women's 'Rocket' Dress (purple),0.1
33741,Women's 'Rocket' Dress (red),0.1
33742,Women's 'Rocket' Dress (white),0.1
33743,Women's 'Rocket' Dress (dark teal),0.1
33744,Women's 'Poise' Pants (glossy black),0.1
33745,Women's 'Poise' Pants (black),0.1
33746,Women's 'Poise' Pants (beige swirl),0.1
33747,Women's 'Poise' Pants (cream),0.1
33748,Women's 'Poise' Pants (dark green),0.1
33749,Women's 'Poise' Pants (dark swirl),0.1
33750,Women's 'Poise' Pants (glossy bronze),0.1
33751,Women's 'Poise' Pants (blue),0.1
33752,Women's 'Poise' Pants (red),0.1
33753,Women's 'Poise' Pants (glossy red),0.1
33754,Women's 'Strut' Pants (black),0.1
33755,Women's 'Strut' Pants (blue),0.1
33756,Women's 'Strut' Pants (camo),0.1
33757,Women's 'Strut' Pants (matte gray),0.1
33758,Women's 'Strut' Pants (orange),0.1
33759,Women's 'Strut' Pants (red),0.1
33760,Women's 'Strut' Pants (red gloss),0.1
33761,Women's 'Strut' Pants (yellow gloss),0.1
33767,Women's 'New Eden Open I' T-shirt YC 114,0.1
33768,Women's 'New Eden Open II' T-shirt YC 116,0.1
33769,Men's 'New Eden Open I' T-shirt YC 114,0.1
33770,Men's 'New Eden Open II' T-shirt YC 116,0.1
33771,Men's 'March' Boots (White),0.1
33772,Men's 'March' Boots (Graphite),0.1
33773,Men's 'March' Boots (Brown),0.1
33774,Men's 'March' Boots (Blue),0.1
33775,Men's 'March' Boots (Black),0.1
33776,Men's 'Ascend' Boots (white/gold),0.1
33777,Men's 'Ascend' Boots (royal),0.1
33778,Men's 'Ascend' Boots (grey/silver),0.1
33779,Men's 'Ascend' Boots (maroon/black),0.1
33780,Men's 'Ascend' Boots (brown/gold),0.1
33781,Men's 'Strider' Pants (monochrome),0.1
33782,Men's 'Strider' Pants (green camo),0.1
33783,Men's 'Strider' Pants (graphite),0.1
33784,Men's 'Strider' Pants (dark red),0.1
33785,Men's 'Strider' Pants (black),0.1
33786,Men's 'Rider' Pants (white gold),0.1
33787,Men's 'Rider' Pants (royal gold),0.1
33788,Men's 'Rider' Pants (red gold),0.1
33789,Men's 'Rider' Pants (reflective blue),0.1
33790,Men's 'Rider' Pants (black silver),0.1
33791,Men's 'Impact' Jacket (monochrome),0.1
33792,Men's 'Impact' Jacket (green camo),0.1
33793,Men's 'Impact' Jacket (graphite),0.1
33794,Men's 'Impact' Jacket (dark red),0.1
33795,Men's 'Impact' Jacket (reflective blue),0.1
33796,Men's 'Curate' Coat (white gold),0.1
33797,Men's 'Curate' Coat (royal gold),0.1
33798,Men's 'Curate' Coat (red/gold),0.1
33799,Men's 'Curate' Coat (dark bronze),0.1
33800,Men's 'Curate' Coat (black/silver),0.1
33803,Men's 'Source' Coat (black),0.1
33804,Women's 'Source' Coat (silver),0.1
33807,Cybernetic 'Source' Subprocessor,1
33808,Neural 'Source' Boost,1
33809,New Eden Source,0.01
33812,Men's 'Quafe' T-shirt YC 116,0.1
33813,Women's 'Quafe' T-shirt YC 116,0.1
33816,Garmur,27289
33817,Garmur Blueprint,0.01
33818,Orthrus,101000
33819,Orthrus Blueprint,0.01
